0.1806225,1
0.216911389,1
0.433716667,0
0.231288611,1
0.738907778,0
0.059728333,1
0.153575556,1
0.179683056,1
0.094258611,1
0.094258611,1
0.095154722,1
0.064215278,1
0.166834722,1
0.241635556,1
0.272335833,0
0.080561389,1
0.079609167,1
0.238793889,1
0.351887222,1
0.353463611,0
0.344553889,0
0.184541944,1
0.182608333,0
0.152421667,1
0.330982778,1
0.088805556,1
0.173972778,1
0.784959444,0
0.259150556,1
0.229494722,1
0.202374444,1
0.099385833,1
0.334820556,1
0.0906075,1
0.111475,1
0.295269167,1
0.091521111,1
0.140884722,1
0.141709167,1
0.433591111,1
0.227142222,1
0.110176944,1
0.245667778,0
0.301324722,1
0.306585278,1
0.1938725,1
0.129083056,1
0.087798889,1
0.16725,1
0.544543333,1
0.262773056,1
0.128718889,0
0.397941111,1
0.104116667,1
0.047540278,1
0.413670556,1
0.275310278,1
0.315236667,1
0.142093611,1
0.189858611,0
0.277054444,1
0.397748889,0
0.204555278,1
0.084470556,1
0.355143333,0
0.150751667,1
0.269136389,0
0.141965556,1
0.31597,1
0.201889722,1
0.074791389,1
0.136551111,1
0.041634722,1
0.332081389,1
0.1586975,1
0.113900278,1
0.031139722,1
0.106399722,1
0.0925175,1
0.194308611,1
0.2949175,0
0.209516944,1
0.418206944,0
0.178197222,1
0.056824722,0
0.227572222,1
1.441905833,1
0.242071667,1
0.043188611,1
0.073667222,1
0.22871,1
0.086325,1
0.108399444,1
0.083345833,1
0.102416111,1
13.48843389,1
0.127398611,1
0.131719167,1
0.079563889,1
0.170790556,1
0.139498611,1
0.352380833,1
0.097939167,1
0.181347778,1
0.888247778,0
0.1520375,1
0.149609167,1
0.208341944,1
0.099513611,1
0.336260556,1
0.138720833,1
0.370562778,0
0.087142222,1
0.057332222,1
0.127282222,1
0.2726425,0
0.535743333,0
0.400165278,1
0.137884722,1
0.048460278,1
0.179483333,1
0.466648889,0
4.599006389,0
0.260080833,1
0.256999167,1
0.495533056,1
0.191096944,1
0.179691111,1
0.085393889,1
0.501086944,1
0.074640556,1
0.197446667,1
0.136606111,1
0.262179444,1
0.079536944,1
0.115633889,1
1.226962778,0
0.100771667,1
0.122556667,1
0.186238611,1
0.332987222,1
0.068565,1
0.293909444,1
0.083157778,1
0.607935556,0
0.174050556,1
0.068348889,1
0.068266389,1
0.098573889,1
0.041236944,1
1.745445278,0
0.145056667,1
0.208680278,1
0.140296111,1
0.108753611,1
0.180402222,1
0.092384444,1
0.480915,0
0.127589444,1
0.34833,1
0.135188889,1
0.4243225,1
0.1635125,1
0.217176944,1
0.171748611,1
0.039354444,1
0.116588889,1
2.128545278,0
0.1603125,1
0.189243889,1
0.089234444,1
0.169546944,1
0.459311944,1
0.051396111,1
0.060263333,1
0.1525825,1
0.681405,0
0.325096111,1
0.084046944,1
2.272934167,0
0.262417778,1
0.205167778,1
0.229015278,0
0.188322222,1
0.181199722,1
0.422916944,0
0.543043889,0
0.330888056,1
0.211454444,1
0.435908333,1
0.197396389,1
0.273735833,1
0.061651111,1
0.045115833,0
0.203078889,1
0.387316111,1
0.593771944,1
3.649126389,0
0.038847222,0
0.485821667,0
0.3282075,1
0.159383889,1
0.147070278,1
0.236483889,1
0.323133611,0
0.54026,1
0.378372778,1
0.024715556,1
0.057236667,1
0.140408056,1
0.075298056,1
0.361429167,1
0.085168333,1
0.241329167,1
0.290509167,1
0.404505278,0
0.141287222,1
0.090780278,1
0.063540556,1
0.131934444,1
0.210543333,1
0.163938333,1
0.08102,1
0.04136,1
0.380933333,1
0.195655833,1
0.332670833,0
0.110466111,1
0.197900278,1
0.0896825,1
0.161786111,0
0.084211389,1
0.050164167,1
0.533216944,1
0.202055833,0
0.385956389,0
0.104670833,1
0.375556667,1
0.328253611,0
0.156823611,1
0.149659444,1
0.26338,1
0.368388333,0
0.438845833,1
0.118865278,1
0.208286667,0
0.642448889,1
0.660745,0
0.158372222,1
1.841293333,0
0.30357,1
0.4621625,0
0.307836111,1
0.050444444,1
0.0654825,1
0.37547,1
0.048361944,1
0.123004444,1
0.080112222,0
0.061363611,1
0.166881667,0
0.056976944,1
0.264615,1
0.190893611,0
0.617485833,1
0.061451111,1
0.436653611,1
0.192883333,1
0.190707778,1
0.072992778,1
0.139658333,1
0.225986667,1
0.2673225,1
0.175774722,1
0.258009167,1
0.074851944,1
0.301195556,0
0.095266944,1
0.370063611,0
0.273945556,0
0.107633889,1
0.310291944,0
0.303839444,1
0.339297778,1
1.364443056,0
0.490330833,1
0.260415556,1
0.135590556,1
0.324026667,0
0.289415833,1
0.207756944,1
0.037212778,1
0.163157222,1
0.358796667,1
0.266620833,1
0.283225278,1
0.122271111,1
0.435678889,1
0.084649167,1
0.762672778,0
0.382866389,1
0.336438333,1
0.912829167,1
0.342905278,1
1.37459,0
0.439705,1
0.080528333,0
0.393431111,1
0.164839444,1
0.254591667,1
0.333401944,1
0.891048056,0
0.351833889,1
0.351768056,1
2.412435556,1
0.149130833,0
0.467420278,0
0.050380556,1
0.496413611,0
0.287583333,0
0.567407222,0
0.815646389,0
0.210658889,1
0.084202778,1
0.703327222,0
0.302526389,1
0.340645833,1
0.538623889,0
0.092500556,1
0.199231667,1
0.239113611,1
0.099884722,1
0.098951389,1
0.138441111,1
0.250727778,1
0.112024167,1
0.119685,1
0.111180556,1
0.365638333,0
0.326928333,1
0.139926111,1
0.375633333,1
0.198837778,1
0.087743889,1
0.129383333,1
0.301616111,1
0.239283333,1
0.082562778,1
0.099225,1
0.180788889,1
0.308022222,1
0.157158056,1
0.059680556,1
0.197253611,1
0.380243056,1
0.112481667,1
0.119604167,1
0.244217222,1
0.197616944,1
0.306032222,0
0.467021389,0
0.069120833,0
0.221218333,1
0.059675278,1
0.389865556,1
0.108528611,0
0.280812778,1
0.795354167,0
0.134728889,1
0.164722222,1
0.1051025,1
0.177472222,1
0.253773889,1
0.135694722,0
0.149849444,1
0.090153056,1
3.027826667,1
0.0374325,1
0.061262222,1
0.196255833,1
0.200005,1
0.408428056,0
0.320582778,1
0.209216667,1
0.136756389,1
0.205044722,1
0.181599722,1
0.235545833,1
0.125895,1
0.289248333,1
0.080150833,1
0.216659444,1
0.3089725,1
0.053771667,1
0.329236111,0
0.477385833,1
0.230925,1
0.1808375,1
0.404840833,1
0.262608889,1
0.022022778,1
0.122568611,1
0.1586475,1
0.057475,1
0.205542778,1
0.237538889,1
0.170531944,1
0.284298056,1
0.549485833,0
0.398193889,0
0.338011667,1
0.0495125,1
0.3699075,1
0.364554167,0
0.179874167,1
0.167181667,1
0.25681,1
0.045244167,1
0.140823333,1
0.152331667,1
0.239345556,1
0.390152778,1
0.203788611,0
0.405277222,1
0.101926667,1
0.216588889,1
0.602624444,0
0.502638611,1
0.877534167,0
0.111741111,1
0.193529722,1
0.321283611,1
0.182809167,1
0.275431111,1
0.214682222,1
0.191894167,1
0.097486667,1
0.139752222,1
0.225855278,0
0.043455278,1
0.071613056,1
0.213855556,1
0.389183611,0
0.164305278,1
0.078872778,1
0.06449,1
0.028523056,1
0.318184722,1
0.426571389,1
0.294792778,1
0.441823889,1
0.139900556,1
0.301904722,1
0.188672222,1
0.375230833,0
0.170488056,1
0.227487222,1
0.053443611,1
0.179238056,1
0.888652222,0
0.1899075,1
0.072308056,1
0.222976389,1
0.052086111,1
0.064549444,1
0.383728333,1
0.480168333,0
0.374057222,0
0.062010556,1
0.115509444,1
0.137947778,1
0.075789167,1
0.534085556,0
0.155829444,1
0.062908611,1
0.326810556,0
0.326810556,0
0.153925556,1
0.366148889,1
0.091419167,1
0.401355833,1
0.229974444,1
0.249701667,0
0.297545556,1
0.266413889,1
0.228768056,1
0.437968611,0
0.106515278,1
0.041355278,1
0.467087222,0
0.754128889,0
0.378366944,1
0.127984167,1
0.126496944,1
0.248130556,1
